,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
1960,2092_05,Mars,FALSE,D/70/S,TRAPPIST-1e,22,FALSE,2300,0,22,256,0,Jur Stpie,FALSE
1961,2094_01,Mars,TRUE,F/415/P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Lles Buncy,TRUE
1962,2095_01,Earth,FALSE,F/411/S,PSO J318.5-22,25,FALSE,0,11,0,13,1344,Mabley Gallencis,FALSE
1963,2096_01,Mars,FALSE,F/412/S,TRAPPIST-1e,29,FALSE,216,10,611,594,0,Milly Kité,FALSE
1965,2097_01,Europa,TRUE,B/86/S,55 Cancri e,29,FALSE,0,0,0,0,0,Tetra Roftfuling,TRUE
1967,2100_01,Earth,FALSE,F/413/S,PSO J318.5-22,45,FALSE,0,0,734,3,5,Garyan Briggins,TRUE
1968,2102_01,Europa,FALSE,C/79/S,TRAPPIST-1e,30,FALSE,63,9314,249,2624,4538,Giedia Seadler,FALSE
1969,2104_01,Earth,FALSE,F/414/S,TRAPPIST-1e,29,FALSE,776,0,4,0,23,Sonard Bootez,FALSE
1971,2105_01,Earth,TRUE,G/335/S,55 Cancri e,16,FALSE,0,0,0,0,0,Benda Loway,FALSE
1972,2106_01,Earth,FALSE,G/336/S,55 Cancri e,20,FALSE,1,0,0,4926,1,Bertle Calhounez,FALSE
1973,2107_01,Earth,FALSE,G/338/P,TRAPPIST-1e,33,FALSE,235,2,1,650,0,Sylvin Haynardy,FALSE
1974,2110_01,Earth,TRUE,G/339/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Ernice Joynewtonks,FALSE
1975,2111_01,Mars,FALSE,F/417/P,TRAPPIST-1e,24,FALSE,600,593,1404,0,1,Beals Blan,FALSE
1976,2112_01,Mars,FALSE,F/418/P,TRAPPIST-1e,29,FALSE,860,305,18,1415,0,Latsts Perty,FALSE
1977,2114_01,Europa,TRUE,B/87/S,55 Cancri e,40,FALSE,0,0,0,0,0,Gollux Folhal,TRUE
1978,2115_01,Europa,TRUE,D/72/S,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Schird Oinded,TRUE
1979,2116_01,Earth,TRUE,G/339/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Dellie Waderoachez,FALSE
1981,2118_01,Earth,TRUE,G/340/P,PSO J318.5-22,26,FALSE,0,0,0,0,0,Kene Macdonadows,FALSE
1982,2120_01,Mars,FALSE,D/73/S,TRAPPIST-1e,49,FALSE,0,0,1058,0,0,Prah Bla,TRUE
1983,2121_01,Earth,TRUE,G/341/P,TRAPPIST-1e,23,FALSE,0,0,0,0,0,Timyra Peterstarks,FALSE
1984,2123_01,Earth,TRUE,G/342/P,PSO J318.5-22,23,FALSE,0,0,0,0,0,Dianya Johnsondez,FALSE
1985,2123_02,Earth,TRUE,G/342/P,PSO J318.5-22,14,FALSE,0,0,0,0,0,France Johnsondez,TRUE
1986,2124_01,Earth,FALSE,G/341/S,55 Cancri e,21,FALSE,770,0,0,40,0,Ine Litthews,FALSE
1987,2125_01,Earth,FALSE,G/343/P,TRAPPIST-1e,18,FALSE,0,1,0,80,826,Stenny Pagedy,FALSE
1989,2127_01,Earth,FALSE,F/419/P,TRAPPIST-1e,19,FALSE,721,62,7,0,0,Dorice Bailes,TRUE
1990,2128_01,Earth,FALSE,G/344/P,TRAPPIST-1e,22,FALSE,624,0,0,0,185,Artis Sancockett,FALSE
1991,2129_01,Earth,FALSE,F/420/P,TRAPPIST-1e,17,FALSE,736,0,2,20,0,Rice Camerrison,FALSE
1992,2130_01,Earth,FALSE,F/421/P,PSO J318.5-22,13,FALSE,0,2,480,10,176,Marine Oneiles,FALSE
1995,2133_02,Mars,TRUE,F/416/S,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Elfs Chrie,TRUE
1996,2134_01,Mars,FALSE,F/422/P,TRAPPIST-1e,20,FALSE,1146,0,0,0,3,Mes Pimne,FALSE
1997,2135_01,Earth,FALSE,E/129/P,TRAPPIST-1e,20,FALSE,75,0,0,1545,0,Tin Monroellynn,FALSE
1999,2136_01,Earth,FALSE,G/343/S,TRAPPIST-1e,61,FALSE,2,0,17,868,28,Sallie Waltonnedy,FALSE
2000,2137_01,Mars,TRUE,F/423/P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Lopedo Ruité,TRUE
2001,2137_02,Mars,FALSE,F/423/P,55 Cancri e,3,FALSE,0,0,0,0,0,Stoate Queke,TRUE
2002,2137_03,Mars,FALSE,F/423/P,55 Cancri e,4,FALSE,0,0,0,0,0,Slig Queke,TRUE
2004,2139_01,Mars,TRUE,F/417/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Gibil Razo,TRUE
2005,2140_01,Earth,FALSE,F/424/P,TRAPPIST-1e,18,FALSE,0,0,698,0,0,Andra Drakeekss,TRUE
2006,2141_01,Earth,FALSE,E/130/P,55 Cancri e,66,FALSE,0,0,1610,0,0,Annaha Rivanseney,TRUE
2008,2143_01,Earth,FALSE,F/419/S,TRAPPIST-1e,21,FALSE,0,1433,0,1234,0,Justie Miltongson,FALSE
2009,2143_02,Earth,TRUE,G/345/S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Thel Miltongson,FALSE
2011,2145_01,Earth,FALSE,F/425/P,TRAPPIST-1e,15,FALSE,0,951,128,0,0,Karene Pecketton,FALSE
2013,2148_01,Earth,FALSE,F/420/S,TRAPPIST-1e,13,FALSE,579,226,61,1,7,Ellana Grahangory,FALSE
2014,2149_01,Europa,TRUE,B/89/S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Altares Persed,TRUE
2015,2150_01,Earth,TRUE,G/346/P,PSO J318.5-22,38,FALSE,0,0,0,0,0,Walley Prickmantes,FALSE
2016,2152_01,Earth,FALSE,F/426/P,TRAPPIST-1e,45,FALSE,2138,0,0,659,0,Eulah Bakericks,FALSE
2018,2154_01,Earth,FALSE,G/348/P,TRAPPIST-1e,19,FALSE,78,0,0,550,0,Regana Barles,FALSE
2019,2156_01,Earth,FALSE,F/421/S,TRAPPIST-1e,49,FALSE,651,25,0,849,2,Troya Cofferson,FALSE
2020,2158_01,Earth,FALSE,F/423/S,TRAPPIST-1e,21,FALSE,0,820,0,45,0,Joyn Moraleney,TRUE
2021,2159_01,Earth,FALSE,F/424/S,TRAPPIST-1e,18,FALSE,0,402,2027,0,0,Hencey Casez,TRUE
2022,2161_01,Mars,TRUE,F/429/P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Poselk Sidie,TRUE
2023,2162_01,Mars,TRUE,F/425/S,PSO J318.5-22,27,FALSE,0,0,0,0,0,Ral Graie,TRUE
2024,2162_02,Mars,FALSE,F/425/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Hoces Graie,TRUE
2025,2163_01,Earth,FALSE,G/349/P,TRAPPIST-1e,27,FALSE,0,0,6,745,22,Adanne Mosepherry,FALSE
2028,2168_01,Mars,TRUE,F/427/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Fow Lacke,TRUE
2029,2168_02,Mars,FALSE,F/427/S,TRAPPIST-1e,20,FALSE,212,0,991,0,13,Gorice Lacke,FALSE
2030,2171_01,Earth,FALSE,F/433/P,TRAPPIST-1e,24,FALSE,388,0,7,409,0,Sergia Camerrison,FALSE
2031,2171_02,Earth,FALSE,G/351/P,TRAPPIST-1e,41,FALSE,2,0,551,5577,68,Karene Camerrison,FALSE
2032,2172_01,Earth,FALSE,G/347/S,PSO J318.5-22,23,FALSE,0,774,0,0,0,Belly Barbes,TRUE
2033,2173_01,Earth,TRUE,G/352/P,PSO J318.5-22,27,FALSE,0,0,0,0,0,Vina Landolphrey,TRUE
2034,2175_01,Earth,TRUE,G/348/S,55 Cancri e,58,FALSE,0,0,0,0,0,Gabria Callowery,TRUE
2036,2179_01,Europa,FALSE,C/80/S,TRAPPIST-1e,30,FALSE,437,3585,0,4488,281,Eltaird Dianket,FALSE
2037,2180_01,Earth,FALSE,F/428/S,55 Cancri e,24,FALSE,1,0,0,318,247,Coreen Masquez,FALSE
2038,2182_01,Europa,FALSE,B/64/P,TRAPPIST-1e,31,FALSE,46,1935,0,995,1254,Unukath Tiouserful,FALSE
2039,2183_01,Mars,FALSE,F/429/S,PSO J318.5-22,46,FALSE,607,0,41,334,251,Cheeet Ruity,FALSE
2040,2183_02,Mars,FALSE,F/429/S,TRAPPIST-1e,20,FALSE,938,59,31,12,0,Prish Ruity,FALSE
2041,2186_01,Earth,TRUE,G/350/S,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Ivanne Johnsby,FALSE
2042,2187_01,Earth,FALSE,F/437/P,TRAPPIST-1e,30,FALSE,0,236,0,1149,0,Hary Wiggson,FALSE
2043,2188_01,Earth,FALSE,F/438/P,55 Cancri e,24,FALSE,0,421,0,207,63,Ollip Hopez,FALSE
2046,2191_01,Mars,TRUE,F/431/S,TRAPPIST-1e,48,FALSE,0,0,0,0,0,Barkix Sidie,TRUE
2047,2193_01,Earth,FALSE,F/439/P,PSO J318.5-22,25,FALSE,0,0,619,0,70,Karlen Singtons,FALSE
2048,2194_01,Earth,TRUE,G/352/S,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Danie Blacks,FALSE
2049,2195_01,Earth,FALSE,F/440/P,TRAPPIST-1e,27,FALSE,0,280,119,646,5,Naomie Coleyanglas,TRUE
2051,2196_02,Europa,FALSE,B/65/P,55 Cancri e,26,FALSE,26,4587,0,102,0,Zinonon Veriedeezy,TRUE
2052,2196_03,Europa,TRUE,B/65/P,TRAPPIST-1e,37,FALSE,0,0,0,0,0,Genubi Veriedeezy,TRUE
2053,2196_04,Europa,FALSE,B/65/P,55 Cancri e,42,FALSE,0,1180,0,2677,283,Alrairk Veriedeezy,FALSE
2054,2198_01,Earth,FALSE,E/156/S,55 Cancri e,61,FALSE,0,654,902,0,68,Joela Franey,TRUE
2055,2200_01,Mars,FALSE,F/442/P,TRAPPIST-1e,29,FALSE,1443,1108,47,0,0,Grawk Prité,FALSE
2057,2202_01,Mars,FALSE,F/443/P,TRAPPIST-1e,51,FALSE,1671,0,17,0,0,Stmeal Horte,FALSE
2058,2203_01,Mars,FALSE,D/76/S,TRAPPIST-1e,43,FALSE,2019,0,560,0,0,Guanch Boyst,FALSE
2059,2204_01,Europa,TRUE,B/90/S,55 Cancri e,25,FALSE,0,0,0,0,0,Taraid Aillyber,TRUE
2060,2205_01,Earth,FALSE,E/157/S,TRAPPIST-1e,31,FALSE,0,0,187,602,0,Brance Vandan,FALSE
2061,2206_01,Earth,FALSE,F/432/S,PSO J318.5-22,13,FALSE,0,14,857,0,72,Elindy Callowery,FALSE
2062,2207_01,Earth,FALSE,G/354/S,TRAPPIST-1e,20,FALSE,546,0,228,0,0,Andine Hales,FALSE
2064,2210_01,Earth,TRUE,G/355/S,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Helly Hestes,FALSE
2065,2211_01,Earth,FALSE,F/434/S,TRAPPIST-1e,15,FALSE,0,2347,0,380,0,Amela Hurles,TRUE
2066,2212_01,Earth,FALSE,F/445/P,TRAPPIST-1e,50,FALSE,0,5,0,2170,0,Ebonyd Swanardy,FALSE
2067,2215_01,Europa,FALSE,A/27/S,55 Cancri e,41,TRUE,0,29813,0,1257,6,Pulchib Quidedbolt,TRUE
2069,2215_03,Europa,TRUE,A/27/S,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Grafi Quidedbolt,TRUE
2072,2220_01,Earth,FALSE,G/357/S,TRAPPIST-1e,47,FALSE,0,0,880,0,2,Ralda Acobsond,TRUE
2073,2221_01,Earth,TRUE,G/355/P,PSO J318.5-22,29,FALSE,0,0,0,0,0,Andrey Fisherry,TRUE
2075,2224_01,Earth,FALSE,F/435/S,TRAPPIST-1e,14,FALSE,0,600,0,204,0,Dessie Polloantes,TRUE
2076,2225_01,Earth,TRUE,G/356/P,PSO J318.5-22,25,FALSE,0,0,0,0,0,Willey Puckley,FALSE
2078,2229_01,Earth,FALSE,F/437/S,TRAPPIST-1e,22,FALSE,48,329,182,26,154,Ianya Norry,FALSE
2079,2231_01,Mars,FALSE,E/159/S,TRAPPIST-1e,32,FALSE,2,416,26,510,0,Hon Late,FALSE
2080,2232_01,Earth,FALSE,F/438/S,55 Cancri e,31,FALSE,0,14,671,1,3,Eriky Dyers,FALSE
2081,2232_02,Earth,FALSE,F/438/S,TRAPPIST-1e,24,FALSE,0,1220,0,140,0,Adrie Dyers,FALSE
2082,2233_01,Earth,FALSE,G/359/P,TRAPPIST-1e,39,FALSE,9,18,0,2,878,Nelle Alfordonard,FALSE
2083,2234_01,Mars,TRUE,F/448/P,55 Cancri e,20,FALSE,0,0,0,0,0,Newtch Gen,TRUE
2084,2234_02,Mars,TRUE,F/448/P,55 Cancri e,20,FALSE,0,0,0,0,0,Resers Gread,TRUE
2085,2234_03,Mars,FALSE,E/134/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Apench Flité,FALSE
2088,2234_06,Mars,TRUE,F/448/P,55 Cancri e,17,FALSE,0,0,0,0,0,Shood Gen,TRUE
2090,2235_01,Earth,FALSE,F/449/P,TRAPPIST-1e,27,FALSE,203,539,0,0,0,Elica Tranciams,FALSE
2091,2237_01,Europa,FALSE,C/83/S,55 Cancri e,28,FALSE,0,162,741,3733,99,Skatik Fushausive,TRUE
2092,2237_02,Europa,TRUE,C/83/S,TRAPPIST-1e,41,FALSE,0,0,0,0,0,Ruchban Fushausive,TRUE
2093,2238_01,Europa,TRUE,A/28/S,55 Cancri e,25,FALSE,0,0,0,0,0,Wasalm Droning,TRUE
2094,2239_01,Earth,FALSE,F/439/S,PSO J318.5-22,26,FALSE,93,0,469,0,0,Kencey Franchaney,TRUE
2095,2241_01,Earth,FALSE,F/451/P,TRAPPIST-1e,27,FALSE,485,1109,921,0,1,Jacky Jacostaffey,FALSE
2096,2243_01,Earth,FALSE,G/362/P,TRAPPIST-1e,22,FALSE,38,483,80,47,121,Thondy Booness,TRUE
2097,2251_01,Europa,FALSE,A/29/S,55 Cancri e,62,FALSE,320,1179,756,4996,85,Yilduno Hoodjuded,FALSE
2098,2251_02,Europa,FALSE,A/29/S,TRAPPIST-1e,58,FALSE,2,1,14,2,1153,Zaurion Hoodjuded,FALSE
2100,2253_01,Earth,FALSE,G/359/S,TRAPPIST-1e,54,FALSE,701,32,171,8,0,Cherry Cruzaley,FALSE
2101,2254_01,Earth,FALSE,F/455/P,TRAPPIST-1e,26,FALSE,0,10,0,702,1,Beula Mcfaddenson,FALSE
2102,2255_01,Europa,TRUE,C/75/P,55 Cancri e,44,FALSE,0,0,0,0,0,Tabdhib Spadicage,TRUE
2103,2255_02,Europa,TRUE,C/75/P,TRAPPIST-1e,34,FALSE,0,0,0,0,0,Polah Spadicage,TRUE
2104,2256_01,Earth,TRUE,G/360/S,TRAPPIST-1e,47,FALSE,0,0,0,0,0,Aarone Batestonley,TRUE
2106,2257_02,Europa,TRUE,B/66/P,55 Cancri e,22,FALSE,0,0,0,0,0,Nasliak Diateous,TRUE
2108,2261_01,Earth,FALSE,F/441/S,TRAPPIST-1e,29,FALSE,0,0,885,0,0,Millia Bairdford,TRUE
2109,2262_01,Earth,FALSE,G/365/P,55 Cancri e,43,FALSE,485,4,136,48,0,Clarry Kimpson,FALSE
2110,2263_01,Earth,FALSE,F/456/P,TRAPPIST-1e,42,FALSE,0,0,32,772,0,Andie Burnewman,FALSE
2111,2264_01,Earth,FALSE,F/442/S,TRAPPIST-1e,39,FALSE,0,0,13,0,868,Lanedy Youngrayes,TRUE
2112,2266_01,Mars,FALSE,F/457/P,TRAPPIST-1e,30,FALSE,616,0,185,210,475,Dow Conca,FALSE
2113,2267_01,Mars,FALSE,E/161/S,TRAPPIST-1e,43,FALSE,2318,0,647,81,0,Gratsp Meake,TRUE
2114,2268_01,Earth,TRUE,G/366/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Camiet Mcbriggins,FALSE
2115,2269_01,Mars,TRUE,F/458/P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Ork Blees,TRUE
2116,2270_01,Mars,FALSE,F/459/P,TRAPPIST-1e,46,FALSE,171,0,1257,5,0,Spuffs Fla,TRUE
2119,2272_03,Earth,FALSE,G/367/P,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Ricard Kirks,TRUE
2120,2273_01,Earth,FALSE,E/162/S,TRAPPIST-1e,22,FALSE,0,0,0,10,778,Timmy Hanner,FALSE
2121,2274_01,Europa,TRUE,C/79/P,55 Cancri e,27,FALSE,0,0,0,0,0,Alrairk Proorbeng,TRUE
2122,2274_02,Europa,TRUE,C/79/P,55 Cancri e,28,FALSE,0,0,0,0,0,Mino Shoeweely,TRUE
2123,2275_01,Mars,FALSE,F/460/P,PSO J318.5-22,36,FALSE,241,0,670,0,0,Mos Tirt,FALSE
2124,2277_01,Earth,FALSE,G/362/S,TRAPPIST-1e,19,FALSE,26,313,470,0,0,Diandy Wallerson,FALSE
2127,2280_01,Europa,FALSE,B/92/S,TRAPPIST-1e,18,FALSE,20,1064,0,0,11643,Lesat Femoused,FALSE
2128,2281_01,Earth,FALSE,E/136/P,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Rica Hoppers,TRUE
2130,2284_01,Mars,FALSE,F/463/P,TRAPPIST-1e,18,FALSE,262,302,1127,4225,0,Poloos Butte,FALSE
2132,2288_01,Earth,FALSE,E/163/S,TRAPPIST-1e,22,FALSE,12,746,802,58,0,Dia Figuez,FALSE
2133,2289_01,Mars,FALSE,F/465/P,TRAPPIST-1e,37,FALSE,20,0,2559,20,0,Hary Jaff,TRUE
2135,2291_02,Earth,FALSE,G/365/S,TRAPPIST-1e,36,FALSE,3,0,435,8,277,Nancey Pittler,FALSE
2138,2295_02,Earth,FALSE,F/466/P,TRAPPIST-1e,37,FALSE,0,8,70,360,258,Jillie Emenez,FALSE
2141,2299_01,Mars,FALSE,F/448/S,TRAPPIST-1e,35,FALSE,174,0,381,0,62,Wealke Ramad,FALSE
2144,2301_01,Earth,FALSE,F/449/S,TRAPPIST-1e,23,FALSE,1010,0,33,10,0,Colly Hodgesss,TRUE
2146,2301_03,Earth,FALSE,F/449/S,55 Cancri e,24,FALSE,1367,0,1,0,0,Marine Hodgesss,FALSE
2147,2302_01,Europa,FALSE,A/18/P,TRAPPIST-1e,54,TRUE,0,3381,0,4463,34,Sterion Dedometeel,FALSE
2148,2303_01,Mars,FALSE,F/468/P,55 Cancri e,52,FALSE,1377,0,32,22,0,Beal Chort,TRUE
2150,2306_01,Europa,FALSE,C/82/P,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Batenar Colensid,TRUE
2152,2306_03,Europa,FALSE,C/82/P,TRAPPIST-1e,22,FALSE,0,297,3,676,2924,Asellum Colensid,FALSE
2153,2306_04,Europa,FALSE,C/82/P,55 Cancri e,27,FALSE,0,12077,0,75,0,Izarkab Ticiontral,TRUE
2154,2306_05,Europa,TRUE,C/82/P,55 Cancri e,48,FALSE,0,0,0,0,0,Bram Colensid,TRUE
2155,2306_06,Europa,FALSE,C/82/P,55 Cancri e,47,FALSE,1320,428,4,24,0,Luxons Colensid,FALSE
2156,2308_01,Europa,TRUE,D/77/S,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Plas Pringrous,TRUE
2157,2308_02,Europa,FALSE,D/77/S,55 Cancri e,49,FALSE,9,2426,95,1249,168,Beten Pringrous,FALSE
2158,2308_03,Europa,FALSE,D/77/S,TRAPPIST-1e,33,FALSE,0,2012,1,9124,4,Asellum Pringrous,FALSE
2159,2308_04,Europa,FALSE,D/77/S,TRAPPIST-1e,67,FALSE,0,4715,0,599,6,Polluma Pringrous,TRUE
2160,2309_01,Earth,TRUE,G/371/P,PSO J318.5-22,5,FALSE,0,0,0,0,0,Feryla Whitledges,FALSE
2161,2310_01,Europa,TRUE,D/68/P,55 Cancri e,60,FALSE,0,0,0,0,0,Alaron Holiabler,TRUE
2162,2310_02,Europa,TRUE,D/68/P,TRAPPIST-1e,56,FALSE,0,0,0,0,0,Geons Holiabler,TRUE
2163,2310_03,Europa,FALSE,D/68/P,TRAPPIST-1e,59,FALSE,0,2210,0,4085,11,Elebara Pleele,FALSE
2164,2310_04,Europa,TRUE,D/68/P,TRAPPIST-1e,44,FALSE,0,0,0,0,0,Enibah Pleele,TRUE
2165,2311_01,Earth,FALSE,G/372/P,TRAPPIST-1e,33,FALSE,0,763,1,66,84,Elsane Cabrewsond,FALSE
2167,2313_01,Mars,FALSE,F/469/P,TRAPPIST-1e,29,FALSE,1365,0,791,210,0,Lish Kart,FALSE
2168,2314_01,Earth,TRUE,G/370/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Troyce Folemonley,FALSE
2169,2315_01,Europa,TRUE,B/67/P,55 Cancri e,34,FALSE,0,0,0,0,0,Murzima Singmage,TRUE
2170,2316_01,Earth,TRUE,G/371/S,PSO J318.5-22,45,FALSE,0,0,0,0,0,Shan Blange,TRUE
2171,2317_01,Earth,FALSE,G/372/S,TRAPPIST-1e,39,FALSE,0,454,0,454,0,Ronia Gainebergan,FALSE
2172,2318_01,Earth,FALSE,F/470/P,TRAPPIST-1e,18,FALSE,128,37,626,0,5,Lindy Bradamss,FALSE
2175,2321_01,Earth,TRUE,G/373/S,PSO J318.5-22,25,FALSE,0,0,0,0,0,Claura Petermandez,TRUE
2176,2325_01,Earth,TRUE,G/374/S,PSO J318.5-22,22,FALSE,0,0,0,0,0,Kimmie Hurchez,FALSE
2177,2327_01,Europa,FALSE,B/68/P,TRAPPIST-1e,32,FALSE,0,4106,388,892,2,Alyat Oidederval,TRUE
2179,2332_01,Earth,FALSE,F/453/S,TRAPPIST-1e,21,FALSE,556,0,20,1589,0,Cellex Mccarry,FALSE
2180,2333_01,Mars,FALSE,E/137/P,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Igrish Fiha,FALSE
2181,2336_01,Europa,TRUE,A/30/S,55 Cancri e,45,FALSE,0,0,0,0,0,Alhail Fulatorly,TRUE
2182,2336_02,Europa,FALSE,A/30/S,TRAPPIST-1e,44,TRUE,1409,910,17,1452,3782,Wezna Fulatorly,FALSE
2183,2338_01,Earth,TRUE,G/376/P,55 Cancri e,27,FALSE,0,0,0,0,0,Elenay Moodman,TRUE
2184,2338_02,Earth,FALSE,F/474/P,TRAPPIST-1e,26,FALSE,14,0,0,857,0,Julion Moodman,FALSE
2185,2339_01,Mars,FALSE,F/475/P,TRAPPIST-1e,46,FALSE,1290,0,57,0,0,Book Shrie,FALSE
2186,2340_01,Earth,FALSE,F/454/S,PSO J318.5-22,24,FALSE,0,0,648,0,0,Karlie Huntt,FALSE
2187,2341_01,Earth,FALSE,F/455/S,TRAPPIST-1e,15,FALSE,0,785,0,0,0,Karlie Hubbarnett,TRUE
2190,2347_02,Earth,TRUE,G/377/P,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Janne Wellierras,TRUE
2191,2347_03,Earth,TRUE,G/377/P,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Ward Wellierras,FALSE
2192,2347_04,Earth,TRUE,G/377/P,PSO J318.5-22,0,FALSE,0,0,0,0,0,Joanry Wellierras,TRUE
2193,2347_05,Earth,TRUE,G/377/P,55 Cancri e,15,FALSE,0,0,0,0,0,Lewise Wellierras,TRUE
2196,2348_01,Europa,FALSE,D/78/S,55 Cancri e,44,TRUE,0,1223,78,1418,1239,Asellux Alaring,FALSE
2197,2349_01,Earth,FALSE,G/379/S,TRAPPIST-1e,35,FALSE,0,722,0,0,185,All Brookes,FALSE
2199,2353_02,Earth,FALSE,F/457/S,55 Cancri e,13,FALSE,880,0,0,0,0,Lawren Morgerson,FALSE
2200,2356_01,Mars,FALSE,D/80/S,TRAPPIST-1e,45,TRUE,773,82,0,6,0,Koat Peane,FALSE
2203,2357_01,Earth,FALSE,E/139/P,TRAPPIST-1e,20,FALSE,0,409,994,215,0,Vandy Whitez,FALSE
2204,2360_01,Earth,TRUE,G/379/P,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Dorene Boyersons,TRUE
2205,2361_01,Earth,TRUE,G/380/P,PSO J318.5-22,3,FALSE,0,0,0,0,0,Teryla Belley,FALSE
2207,2363_01,Europa,FALSE,C/85/S,TRAPPIST-1e,28,FALSE,2416,8926,41,1,462,Castab Unregul,TRUE
2208,2364_01,Earth,FALSE,G/381/P,TRAPPIST-1e,44,FALSE,0,4,6,864,33,Sta Roachez,TRUE
2210,2366_01,Mars,TRUE,F/482/P,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Almone Raste,FALSE
2211,2367_01,Earth,FALSE,F/483/P,TRAPPIST-1e,19,FALSE,0,0,1,644,0,Mela Brookes,FALSE
2212,2368_01,Mars,FALSE,E/141/P,TRAPPIST-1e,22,FALSE,579,0,267,0,108,Prow Potte,FALSE
2213,2369_01,Earth,FALSE,F/484/P,TRAPPIST-1e,30,FALSE,3,0,880,0,40,Netty Youngrayes,FALSE
2214,2373_01,Europa,FALSE,D/81/S,TRAPPIST-1e,36,FALSE,0,4756,0,7818,96,Bens Aneetle,FALSE
2215,2374_01,Mars,FALSE,E/166/S,TRAPPIST-1e,20,FALSE,464,0,1432,0,0,Gers Sames,TRUE
2216,2375_01,Earth,FALSE,G/383/P,55 Cancri e,22,FALSE,0,0,659,94,0,Jeroy Franankson,TRUE
2217,2376_01,Earth,FALSE,F/459/S,55 Cancri e,22,FALSE,0,30,0,0,673,Harlos Coffmaney,FALSE
2218,2377_01,Europa,TRUE,C/83/P,PSO J318.5-22,32,FALSE,0,0,0,0,0,Alark Noxiong,TRUE
2219,2379_01,Earth,FALSE,F/487/P,TRAPPIST-1e,35,FALSE,194,0,678,0,0,Monard Grifford,FALSE
2221,2384_01,Earth,TRUE,G/383/S,TRAPPIST-1e,57,FALSE,0,0,0,0,0,Paulah Cleachrand,FALSE
2222,2384_02,Earth,TRUE,G/383/S,PSO J318.5-22,3,FALSE,0,0,0,0,0,Landa Cleachrand,FALSE
2223,2384_03,Earth,FALSE,G/383/S,55 Cancri e,11,FALSE,0,0,0,0,0,Cathya Pollarkeeks,TRUE
2224,2384_04,Earth,FALSE,G/383/S,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Loreen Cleachrand,TRUE
2228,2385_01,Mars,FALSE,F/461/S,TRAPPIST-1e,23,FALSE,1773,0,78,0,3,Jacats Pité,FALSE
2230,2389_01,Earth,FALSE,G/384/S,TRAPPIST-1e,22,FALSE,0,46,0,676,0,Annon Solon,FALSE
2232,2391_01,Earth,FALSE,E/143/P,TRAPPIST-1e,20,FALSE,768,19,0,1,0,Chery Hendrys,FALSE
2235,2396_01,Earth,FALSE,E/168/S,TRAPPIST-1e,46,FALSE,0,557,0,287,781,Deaney Handertiz,FALSE
2236,2396_02,Earth,FALSE,G/386/S,TRAPPIST-1e,30,FALSE,854,0,30,0,0,Sallie Handertiz,FALSE
2237,2397_01,Earth,FALSE,G/387/S,55 Cancri e,36,FALSE,0,810,0,0,0,Elenna Raney,FALSE
2238,2398_01,Earth,FALSE,F/490/P,TRAPPIST-1e,21,FALSE,0,780,44,0,5,Loresa Barnolaney,FALSE
2239,2399_01,Mars,FALSE,E/169/S,TRAPPIST-1e,25,TRUE,854,0,319,0,0,Stisps Sin,FALSE
2240,2401_01,Earth,TRUE,G/388/P,PSO J318.5-22,42,FALSE,0,0,0,0,0,Luise Francock,TRUE
2243,2404_01,Europa,FALSE,C/86/S,TRAPPIST-1e,29,FALSE,0,544,7,2650,1561,Scharab Disheract,FALSE
2244,2404_02,Europa,TRUE,C/86/S,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Alatik Disheract,TRUE
